_id,positive_review
ObjectId("5e6e37f9585dbf3baf68576c"),يحتوي Fire TV على كل ما يحتاجه أي شخص للترفيه الرقمي. إنه سهل الإعداد وسهل الاستخدام
ObjectId("5e6e37fe585dbf3baf68576d"),أفضل كيندل على كتاب. يعجبني تغيير حجم الحرف ، وتخزين العديد من الكتب ، وسهولة حمله. أحب أن أقرأ عندما أسافر ، وهذه هي الطريقة التي أذهب إليها.
ObjectId("5e6e3802585dbf3baf68576e"),أحتفظ بحقيبة معلقة في مخزن المؤن لجميع أحجام البطاريات (واحدة فقط من أشيائي). عقدت AmazonBasics الخاصة بها إلى جانب بعض العلامات التجارية الأكثر تكلفة. لم تختبرها واحدًا تلو الآخر بعلامات تجارية أخرى ، ولكن لم تلاحظ استبدالها كثيرًا.
ObjectId("5e6e3806585dbf3baf68576f"),إنه لأمر رائع. احب هذا. من السهل مشاهدة الأفلام وممارسة الألعاب وقراءة الكتب.
ObjectId("5e6e380a585dbf3baf685770"),أفضل شيء وأرخص من كابل ، الشيء الوحيد الذي افتقده هو التعليق المغلق
ObjectId("5e6e380d585dbf3baf685771"),إنه منتج جميل. أنا أحب التصميم المنتج مفيد للغاية
ObjectId("5e6e3811585dbf3baf685772"),سهل لأطفالي - 8 و 11 لاستخدام كيندل لقراءة الليل
ObjectId("5e6e3816585dbf3baf685773"),اشتريت لوح النار هذا كهدية عيد الميلاد لزوجي. إنه يتعلم استخدامه ويستخدم حتى الآن بشكل جيد حقًا. لم يقم بتنزيل أي كتب حتى الآن ولكن لديه الآن عنوان بريد إلكتروني وسيكون لديه حساب على Facebook قريبًا. يعيش إخوانه وأخواته في جميع أنحاء البلاد حتى يتمكن الآن من البقاء على اتصال معهم.
ObjectId("5e6e381a585dbf3baf685774"),اشترى هذا لحفيدتي البالغة من العمر 4 سنوات لعيد الميلاد ... اعد كل شيء لها مع الكثير من التطبيقات 1 سنة خالية من الأطفال غير المحدودين من أمازون .... لا أستطيع الانتظار لرؤية وجهها عندما تفتحه!
ObjectId("5e6e381e585dbf3baf685775"),خدمة عملاء رائعة كما هو متوقع. لقد حصلت على هذا من قبل وهو رائع
ObjectId("5e6e3822585dbf3baf685776"),أما Amazon Echo فهو إضافة تقنية رائعة. تعمل هذه الأجهزة خارج جهاز التوجيه الخاص بك ، كما أن التنوع الكبير في المعلومات ومحطات الراديو يجعل جهاز Echo عنصرًا متعدد الاستخدامات.
ObjectId("5e6e3826585dbf3baf685777"),منتج جيد للشراء ، رائع للمبتدئين.
ObjectId("5e6e3829585dbf3baf685778"),قرص عظيم للسعر. لدي بالفعل 3 متابعين بما في ذلك HD.
ObjectId("5e6e382d585dbf3baf685779"),هدية جيدة لحفيدي. تحب ذلك. أنا غير راضٍ قليلاً عن التنقل في الجهاز اللوحي من الخروج من الشاشة للعودة إلى الشاشة الرئيسية. خاصة عند الرغبة في الخروج من لعبة أو شاشة فيديو.
ObjectId("5e6e3831585dbf3baf68577a"),إنه سهل الاستخدام ولديه مجموعة كبيرة من الكتب ، أوصي به
ObjectId("5e6e3835585dbf3baf68577b"),إنها بطاريات وهي رخيصة الثمن. لست متأكدا ماذا أقول لول
ObjectId("5e6e3839585dbf3baf68577c"),متحدث جيد. بطارية 8 ساعات. سعر جيد. جودة ممتازة في كيفية صنعها.
ObjectId("5e6e383c585dbf3baf68577d"),لديها الكثير من الإمكانات التي لم أستغلها حتى الآن ولكنها تلبي توقعاتي حتى الآن.
ObjectId("5e6e3840585dbf3baf68577e"),ذات نوعية جيدة وبطاريات طويلة الأمد. لا توجد مشاكل وسأطلب مرة أخرى.
ObjectId("5e6e3844585dbf3baf68577f"),سعر ممتاز لهذه البطاريات.
ObjectId("5e6e3847585dbf3baf685780"),أنا لم تستخدم من قبل كيندل الجديدة كثيرا حتى الآن. تحتاج إلى 50 حرفًا. ليس لدي الكثير لأقوله.
ObjectId("5e6e384b585dbf3baf685781"),صلاحيات ما أريد. المستقبل مذهل!
ObjectId("5e6e384f585dbf3baf685782"),هذا أضرم أخف وزنا حتى الآن. سهل التشغيل وكبير على حمل الطائرات.
ObjectId("5e6e3853585dbf3baf685783"),تغليف رائع ، العمل على ما يرام! سعر جيد معطى
ObjectId("5e6e3857585dbf3baf685784"),حصلت عليها على كل جهاز تلفزيون في المنزل. الإنترنت السريع هو كل ما تحتاجه
ObjectId("5e6e385a585dbf3baf685785"),تم استخدامها للشموع عديمة اللهب تعمل بشكل جيد.
ObjectId("5e6e3862585dbf3baf685786"),بالتأكيد أحب "اليكسا" ... على رأس ما يصل إلى الطقس دقيقة ، وحركة المرور ، والأخبار ، وما إلى ذلك يمكن أن تلعب جميع خيارات الموسيقى لدينا ... جعلتها محور نظام التشغيل الآلي للمنزل لدينا .... إنها تتحكم في أضواءنا ، ترموستات ، يمكنه حتى قفل بابنا الأمامي ... منتج رائع حقًا !!!
ObjectId("5e6e3866585dbf3baf685787"),قرأت المراجعات ، قبل أن أشتري هذا العنصر و .... حتى الآن ، جيد جدًا! إن الحقيبة اليدوية الأنيقة التي وجدتها للبيع بسعر 9.99 ، في نفس الوقت تعمل بشكل جيد أيضًا.
ObjectId("5e6e386a585dbf3baf685788"),جهاز لوحي رائع بقيمة 50 دولارًا لا داعي للقلق بشأن كسر الأطفال. سهل الاستخدام (إذا كان بإمكانك تشغيل iPad يمكنك استخدامه)
ObjectId("5e6e386e585dbf3baf685789"),نظرًا لأنني اشتريت هذه البطاريات ، فلا أشعر أنني أغير البطاريات كثيرًا كما كنت قبل استخدام Rayovak. سأقول مع ذلك أنهم لا يدومون أكثر من يومين من اللعب الشاق على وحدات تحكم XBOX one.
ObjectId("5e6e3872585dbf3baf68578a"),لقد استمتعت باستخدام Fire HD. إنه سريع وسهل الاستخدام. كما أنني أقدر كل الأشياء التي ستقوم بها.
ObjectId("5e6e3876585dbf3baf68578b"),أحبه كثيرا اشترى آخر لهدية عائلية وسوف أوصي به الجميع
ObjectId("5e6e387b585dbf3baf68578c"),هذا هو أول جهاز لوحي يعمل بنظام Android. لقد استخدمت العديد من أجهزة Apple iPad ، الشيء الوحيد الذي لم أكن راضيًا عنه هو عدم وجود تطبيق Instagram متاح ولكن ليس له أي علاقة بـ Amazon أو Kindle.
ObjectId("5e6e387f585dbf3baf68578d"),هذا الجهاز اللوحي الرائع جاهز تمامًا للخروج من العبوة. يأتي محملاً مسبقًا بالكثير من التطبيقات ولديه شعور لطيف في متناول اليد. جودة الشاشة جميلة ، والشيء الوحيد الذي أود أن أغيره هو مقدار الوقت الذي يستغرقه كيندل لبدء التشغيل وإيقافه ، ويمكن أن يصبح مزعجًا في بعض الأحيان. لدي 2 يو و 8 يو وقد تم رفعه بشكل كبير ، انخفض على الأسمنت ولا يوجد تشققات.
ObjectId("5e6e3883585dbf3baf68578e"),سهل التعلم لعمر 5 سنوات .. التطبيقات على الجهاز اللوحي جيدة جدا.
ObjectId("5e6e3888585dbf3baf68578f"),هذه صفقة هيكوفا على البطاريات القلوية. اشتريتها لأن حفيدتي لديها شاحنة تحكم عن بعد تترك ، وبطبيعة الحال تأكل البطاريات. استبدلت هذه العلامة التجارية الكبيرة باهظة الثمن بهذه المنتجات ، ويبدو أنها تدوم حتى الآن. أنا سعيد للغاية ، وسوف أضيف هذه إلى تناوب الشراء.
ObjectId("5e6e388c585dbf3baf685790"),هذه هدايا عيد الميلاد لحفيداتي. أنا متأكد من أنهم سيحبونهم
ObjectId("5e6e388f585dbf3baf685791"),تحدث عن الطاقة! أمازون! لا حاجة.
ObjectId("5e6e3893585dbf3baf685792"),اشتريتها لعمري 4 سنوات وهو يحبها! حالة الطفل رائعة أيضًا في حالة وجود أي قطرات.
ObjectId("5e6e3897585dbf3baf685793"),هذه تعمل بشكل جيد.
ObjectId("5e6e389c585dbf3baf685794"),لم تفعل الكثير من هذا القبيل لفترة طويلة وقليلة جدا. أنا معجب كبير بأساسيات أمازون وهذه البطاريات لم تخيب آمالها. من الجميل وجود مجموعة منهم في مجلس الوزراء. لم أقم بقياس عمرهم بشكل علمي ولكن آخر فترة طويلة بما يكفي أنني راضٍ عن جودتهم.
ObjectId("5e6e38a0585dbf3baf685795"),راضٍ جدًا عن قيمة وأداء إصدار Fire Kids ؛ موصى به للغاية لعمر 5 سنوات وما فوق.
ObjectId("5e6e38a7585dbf3baf685796"),اشترى لعمري ثماني سنوات. إنها تحب ذلك بالتأكيد!
ObjectId("5e6e38ae585dbf3baf685797"),اشتريته كهدية ، وأنا أحب منجم وأعتقد أن الجميع يجب أن يكون واحد!
ObjectId("5e6e38b2585dbf3baf685798"),حصلت على هذا لابن أخي ، وهو يحب ذلك ، وقد حصلت عليه أيضًا لأمي ونفسي. إنها رائعة ، السعر منخفض للغاية .. يمكنك فعلًا الكثير باستخدامها.
ObjectId("5e6e38b6585dbf3baf685799"),هذا هو هد 2 الثاني ، سريع جدا وسهل ، قيمة كبيرة
ObjectId("5e6e38ba585dbf3baf68579a"),علامة التبويب 7 بوصة هي شراء جيد مقابل المال ، خاصة إذا كنت قد حصلت عليها عندما كانت معروضة للبيع مقابل 35.00.
ObjectId("5e6e38be585dbf3baf68579b"),نعم مثالية لغرفة المكافآت التي يمكن أن تحتوي على Netflix والأفلام في نفس الوقت
ObjectId("5e6e38c2585dbf3baf68579c"),حصلت عليه لطفلي وهي تحب ذلك. وقت الفراغ الأمازون وأولى تستحق المال
ObjectId("5e6e38c6585dbf3baf68579d"),شاشة جميلة مقاس 7 بوصات بأقل من 50.0 بوصة. اشترت 3G لأقاربها
ObjectId("5e6e38ca585dbf3baf68579e"),لقد تجاوز هذا الجهاز اللوحي توقعاتي. كان السعر أقل بكثير من معظم الأجهزة اللوحية الأخرى ولكنه يفعل كل ما أحتاجه وأريده.
ObjectId("5e6e38ce585dbf3baf68579f"),هذه هي أفضل صفقة حول البطاريات حولها! إنهم يعملون بشكل جيد للغاية! استبدلت البطاريات في جميع ألعاب أطفالي.
ObjectId("5e6e38d4585dbf3baf6857a0"),يعد التعديل التلقائي للضوء رائعًا جدًا ، لكني أجد نفسي أغطي المستشعر بطريق الخطأ مما أدى إلى إيقاف تشغيله حقًا ، وأنا أحب أن أتمكن من الضغط على الأزرار على أي من الجانبين بدلاً من لمس الشاشة. أقدر أيضًا السطح المسطح ، ولا يبدو أنه يجذب الكثير من الغبار في الزوايا مثل أوقدتي الأخرى.
ObjectId("5e6e38d8585dbf3baf6857a1"),التطبيقات أفضل ، فهي تشحن بشكل أسرع والكاميرا أنيقة حقًا!
ObjectId("5e6e38dc585dbf3baf6857a2"),كانت هذه هدية رائعة لعيد الميلاد. كان السعر رائعًا ونار أمازون صغير بما يكفي لجلبه للسفر.
ObjectId("5e6e38df585dbf3baf6857a3"),قرص النار العظيم! الخدمة والخبرة السريعة! أحسنت!
ObjectId("5e6e38e3585dbf3baf6857a4"),منتج رائع. تستخدمه كل يوم. سوبر خفيفة وسهلة للتنقل.
ObjectId("5e6e38e8585dbf3baf6857a5"),اشتريت هذا الجهاز اللوحي لابن أخي الصغير وأحبه. مثالية لتنزيل التطبيقات أثناء التنقل وإبقاء الأطفال مشغولين على الطريق. من السهل الوصول إلى واي فاي. الذاكرة على ما يرام ولكن كنت أعرف أن شراء التكلفة. سيوصي للاستخدام الأساسي.
ObjectId("5e6e38ec585dbf3baf6857a6"),لقد طلبت هذا الجهاز اللوحي كبديل رخيص لابنة أخي ، ولكن سرعان ما اكتشفت مدى جودة الجهاز اللوحي. ليس فقط أن إصدار Android الذي يستخدمه هو أكثر سلاسة مما كنت أتوقع. قرص جميل.
ObjectId("5e6e38f0585dbf3baf6857a7"),أنا أحب أن أوصي به .. يعمل بشكل رائع ويأخذ صورة جيدة حقًا
ObjectId("5e6e38f4585dbf3baf6857a8"),أخيراً لم يعد جهاز Kindle Fire الأصلي يشحن بعد ذلك ، لذا اشترى هذا ليحل محله. ليست الجودة الأصلية (ليست بالسرعة ، الدقة ليست جيدة) ولكن لا يمكن الشكوى من السعر. اختيار جيد لتصفح الويب بشكل غير رسمي والقراءة.
ObjectId("5e6e38f8585dbf3baf6857a9"),اشتريتها لوالدي (70) كان بحاجة إلى شيء سهل الاستخدام. إنه يستمتع بها حقًا.
ObjectId("5e6e38fb585dbf3baf6857aa"),ابني يحب هذا المنتج ويستخدمه طوال الوقت.
ObjectId("5e6e38ff585dbf3baf6857ab"),الصورة رائعة والسعر أكثر مما كنت أتوقع أن ابني يحبها.
ObjectId("5e6e3904585dbf3baf6857ac"),هذا هو ثاني جهاز Kindle Paperwhite الذي اشتريته في Best Buy. لن أكون بدونه وأخذه إلى أي مكان أذهب إليه. ارتدى أول واحد فقط كما كان لي لعدة سنوات. لقد لاحظت إضافات جديدة من السابق مما يساعد حقًا.
ObjectId("5e6e3908585dbf3baf6857ad"),ليس لدي مشاكل مع المنتج. يبدو أن ابنة تحبه
ObjectId("5e6e390b585dbf3baf6857ae"),ممتاز...
ObjectId("5e6e390f585dbf3baf6857af"),شعرت بفتح صندوق من الرصاص ، قوة لائقة ، رائعة للاستخدام في معدات التصوير الخاصة بي. بالإضافة إلى ذلك ، لا أشعر بالسوء حيال رميهم بعد استخدام يوم واحد.
ObjectId("5e6e3913585dbf3baf6857b0"),فقط أحبها لابنتي أن تضع كل لعبتها وفيلمها للأطفال دون ندم
ObjectId("5e6e3918585dbf3baf6857b1"),هذا هو جهاز كيندل الثاني وأنا أستمتع به حقًا. اشتريت بشكل أساسي لاستخدامه كقارئ ولكنه تجاوز توقعاتي. يمكنني التحقق من رسائل البريد الإلكتروني الخاصة بي ، وتصفح الويب ، أسفل fb و pintrest أيضًا. لقد ربطت بمكتبتي المحلية ويمكنني استعارة الكتب بسهولة. لقد قمت أيضًا بتنزيل Netflix أيضًا. أحب أن أتمكن من تغييره إلى القراءة الليلية حتى لا يكون هناك الكثير من الضغط على عيني. لم أقوم بتحصيله لمدة 2 أيام الآن وقمت بقليل من القراءة وما زلت أعرض 53 ٪ بعد يومين. اشتريت الـ 16 جرامًا ولكني تخطط لشراء بطاقة micro SD حتى أتمكن من توسيع الذاكرة لتنزيل الكتب الصوتية أيضًا.
ObjectId("5e6e391c585dbf3baf6857b2"),سهل الاستخدام لأي عمر ، سيوصي به أي شخص
ObjectId("5e6e3920585dbf3baf6857b3"),ضع 4 من هذه في الماسح الضوئي المحمول الخاص بي قبل أسبوعين ، ولا تزال قوية. أتركها عادة ما بين 1 إلى 3 ساعات في المرة الواحدة. القول بأنني خارج الإعجاب هو بخس. من البطاريات القلوية العادية ، كنت أحصل على أفضل 2 أو 3 أيام.
ObjectId("5e6e3925585dbf3baf6857b4"),هذا العنصر هو إضافة رائعة إلى منزلك الذكي ، ولكن تمامًا مثل الجيل الأول من Siri ، لم يكن هناك كل شيء بعد. لا تزال هناك حاجة إلى معالجة مكامن الخلل. أليكسا ليس لديه إجابات على الكثير من الأشياء أو الأوامر. هناك منحنى تعليمي طويل. يعد إنشاء التطبيقات أمرًا شاقًا. من الممتع إذا كانت دائرتك الكبيرة على استعداد لإنفاق المال للحصول على واحدة لكل منها. استبدال خط أرضي كبير.
ObjectId("5e6e3929585dbf3baf6857b5"),منتج رائع. أبقيها دائمًا في متناول اليد لاستخدامها في عناصر التحكم في ألعاب الأطفال وغيرها من العناصر المتنوعة في جميع أنحاء المنزل.
ObjectId("5e6e392d585dbf3baf6857b6"),أمتلك 4 من هذه ، تجربة تعليمية رائعة للأطفال. رائع أيضًا بالنسبة لي أيضًا ... كل ذلك في أداة واحدة !! الجميع في الأسرة راضون
ObjectId("5e6e3931585dbf3baf6857b7"),أذهب من خلال الكثير من البطاريات وهذا شراء كبيرة!
ObjectId("5e6e3935585dbf3baf6857b8"),كنت أبحث عن جهاز لوحي سهل الاستخدام للمبتدئين وهذا يلبي احتياجاتي.
ObjectId("5e6e3939585dbf3baf6857b9"),يقرأ مثل الكتاب بدلا من الكمبيوتر اللوحي. يوفر على مساحة تخزين الكتب ودائما في متناول اليد. تبدو جيدة الجلوس على منضدة بلدي. لا فوضى.
ObjectId("5e6e393d585dbf3baf6857ba"),زوجتي قد تترك لي أليكسا. الحمد لله أنها لا تستطيع فتح الجرار.
ObjectId("5e6e3940585dbf3baf6857bb"),لا يوجد أبداً بدون Amazon HD 8 - رائع للقراءة والألعاب وتصفح الشبكات.
ObjectId("5e6e3944585dbf3baf6857bc"),شاشة ذات حجم جميل سهلة وخفيفة الوزن لتأخذها إلى الفصل
ObjectId("5e6e3948585dbf3baf6857bd"),نفس الحياة مثل دوراسيل أرخص بكثير.
ObjectId("5e6e394c585dbf3baf6857be"),اشتريت هذا حتى أتمكن أنا وزوجتي من الحصول على أوقد. يعمل بشكل جيد لكنه لاحظ بعض العيوب في كيندل بقدر الشاشة ، بعض البقع داخل الشاشة حيث لا تضيء بشكل صحيح. لم يتم استعادته حتى الآن لمعرفة ما إذا كان يمكن إصلاحه.
ObjectId("5e6e3950585dbf3baf6857bf"),اشتريت هذا الجهاز اللوحي لحفيدي لعيد الميلاد وهو يحب ذلك
ObjectId("5e6e3955585dbf3baf6857c0"),يجب أن نفكر في شراء هذا بالسعر الكامل. حصلت على واحدة أخرى هذا العام ليوم الجمعة الأسود ، بسعر 30 دولارًا. بعد إضافة بطاقة microSD ، أستخدمها لبدائل Ipod الكبيرة. أرخص بكثير من شراء Ipod ويفعل الشيء نفسه.
ObjectId("5e6e3958585dbf3baf6857c1"),طبعا أحب طبعة كيندل كيدز. سهل الاستخدام. تطبيقات رائعة وأحبها تأتي مع ضمان لمدة عامين. يجب أن يكون لطفلي 2.
ObjectId("5e6e395c585dbf3baf6857c2"),منذ اللحظة التي قمت فيها بإعداد الصندوق لم يكن لدي أي مشاكل ، أعيد تشغيله من وقت لآخر كونه جهاز كمبيوتر صغير إذا جاز التعبير.
ObjectId("5e6e3961585dbf3baf6857c3"),اشتريت هذا الجهاز اللوحي لزوجتي البالغة من العمر 9 سنوات كخطوة من هاتفي الخلوي القديم. تحبها وتستخدمها قدر الإمكان. من السهل جدًا التنقل فيها ، حتى مع أنها لا تزال تكافح إلى حد ما لقراءة بعض الكلمات.
ObjectId("5e6e3965585dbf3baf6857c4"),من السهل جدا قراءة ، لا وهج على الإطلاق ، من السهل النهوض والذهاب.
ObjectId("5e6e3969585dbf3baf6857c5"),سهل الإعداد وسهل الاستخدام. شكواي الوحيدة هي أنه حتى مع بطاقة المسح 32 جرام ، تمتلئ بسرعة.
ObjectId("5e6e396d585dbf3baf6857c6"),يبدو أنها تعمل مثل بطاريات اسم العلامة التجارية!
ObjectId("5e6e3972585dbf3baf6857c7"),أحب أن تتمكن من قراءة الكتب بالإضافة إلى ممارسة الألعاب مع هذا الجهاز اللوحي. اشتريت اثنين منهم لابني الصغير والفتاة. نحن فقط نشحنهم ونسمح لهم باللعب معهم في السيارة في الرحلات البرية. إنهم هادئون !!! الشيء الوحيد هو ، أتمنى أن يكون لديهم قسم من الألعاب يمكن تشغيله بدون wifi. بعض التطبيقات تحتاج إلى wifi لتشغيل البعض الآخر لا. بشكل عام ، أنا أحب هذا الجهاز اللوحي!
ObjectId("5e6e3975585dbf3baf6857c8"),أراد ابني جهازًا لوحيًا لكتبه فقط. نظرنا إلى أجهزة القراءة الإلكترونية والأجهزة اللوحية ، وكان هذا أفضل بكثير وكان السعر مثاليًا.
ObjectId("5e6e3979585dbf3baf6857c9"),جهاز لوحي رائع ولكن التطبيقات محدودة مقارنة بأجهزة الكمبيوتر اللوحية الأخرى.
ObjectId("5e6e397d585dbf3baf6857ca"),يحتوي هذا الجهاز اللوحي على العديد من الألعاب التعليمية لمرحلة ما قبل المدرسة.
ObjectId("5e6e3981585dbf3baf6857cb"),أنا أحب تطبيق وقت الفراغ الذي يمكنك ضبطه عليه ، لكن لا تهتم بالإعلانات التي تظهر دائمًا.
ObjectId("5e6e3985585dbf3baf6857cc"),قرص جيد للسعر. ليس لديه إمكانات شبكة Wi-Fi رائعة ولكن جهاز لوحي رائع أثناء التنقل وللأطفال. كانت فتحة التوسيع التي تبلغ 128 ميجابايت نقطة البيع. سعيد جدا معها.
ObjectId("5e6e3988585dbf3baf6857cd"),تعمل بشكل جيد ورخيص للغاية إذا فكرنا بطريقة السعر
ObjectId("5e6e398c585dbf3baf6857ce"),عمر بطارية رائع. ومع ذلك ، فإنه بطيء في الاستجابة في بعض الأحيان (حساسية الإصبع). وإلا فهو رائع للقراءة. مفيد جدا.
ObjectId("5e6e3990585dbf3baf6857cf"),يعمل ...... لست متأكدا مما إذا كان أفضل من العلامات التجارية الأخرى ، فقد استخدمت اثنين فقط حتى الآن لساعات ..... الذهاب الأسماك. خمس نجوم للسعر.
ObjectId("5e6e3994585dbf3baf6857d0"),سعر رائع. لديه شحن قوي لكل بطارية.
ObjectId("5e6e3998585dbf3baf6857d1"),امتلك حريق ولا أحب التأخير لذا اشتريت تلفزيون النار. تم حل المشكلة. على نحو سلس للغاية. بسرعة. متجاوب.
ObjectId("5e6e399c585dbf3baf6857d2"),إنه لابتوب جيد من HP. استمر في الحصول على نفس رسالة تحديث HP حتى بعد تثبيت التحديثات أمر مثير للقلق
ObjectId("5e6e39a0585dbf3baf6857d3"),أنا أحب أضرمتي الجديدة. كنت سعيدًا جدًا باختيار متجر Best Buy.
ObjectId("5e6e39a3585dbf3baf6857d4"),الجمعة السوداء شراء للعائلة. ترفيه جيد للأطفال
ObjectId("5e6e39a7585dbf3baf6857d5"),حصلت على هذا لابني ، قرص رخيصة كبيرة للمبتدئين.
ObjectId("5e6e39ab585dbf3baf6857d6"),هذا kindle حاد للغاية ويقلب الصفحات بسرعة. يمكنني إنهاء الكتب بسرعة وتخزين الكثير هنا. في احسن الاحوال!
ObjectId("5e6e39af585dbf3baf6857d7"),ابنتي الصغرى سعيدة للغاية بهذا الجهاز اللوحي.
ObjectId("5e6e39b2585dbf3baf6857d8"),أعطت هذا المنتج لأبناء أخي وهم يحبونه. سهل الحمل وسهل الاستخدام.
ObjectId("5e6e39b6585dbf3baf6857d9"),كان المنتج سهل الاستخدام مباشرة من الصندوق.
ObjectId("5e6e39bf585dbf3baf6857da"),سعر رائع يبلغ 89 دولارًا على جهاز لوحي رائع. إنه سريع جدًا في كل شيء يقبل اللعب. على سبيل المثال ، يلعب الأسفلت 8 واللعبة بالكاد قابلة للعب. تتعارض الرسومات على هذا الجهاز اللوحي مع الألعاب الرسومية الأعلى. كما أنه جهاز لوحي أمازون لا يحتوي على متجر Google play ولكن يمكنك تحميل Google play عليه. هناك مقاطع فيديو رائعة حول كيفية وضع Google play على جهاز أمازون اللوحي. الشاشة جيدة طالما أن الشمس لا تضربها. مكبرات الصوت الاستريو تبدو رائعة وبصوت عال. وبشكل عام ، أحببت الجهاز اللوحي بالسعر ، لكني أحب لعب الألعاب بجودة رسومية جيدة. ومع ذلك ، فقد أعيدت هذا الجهاز اللوحي وطلبت قرص Nvidia Shield 8 بوصة من خلال Best Buy مقابل 199 دولارًا. حصلت على الدرع قبل أسبوع واو !! ما الفرق في جودة الألعاب الرسومية. هذا الشيء جيد مثل Xbox1 أو ps4. إن جهاز Nvidia Shield اللوحي ببساطة لا يصدق بسعر 199 بالنظر إلى أجهزة Apple أو Samsung اللوحية التي هي بنفس سرعة هذا الجهاز اللوحي هي ضعف التكلفة على الأقل. بالإضافة إلى هذه الدبلجة كوحدة تحكم في ألعاب xbox أو ألعاب الكمبيوتر مع 4k out to tv. يعد جهاز أمازون اللوحي أيضًا جهازًا رائعًا للاستخدام العادي ، ولكن إذا كنت لاعبًا مثلي ، فإن جهاز Nvidia هو الجهاز اللوحي المفضل في فترة التوقف !! لا أعرف لماذا يخفي bbuy نوع علامة التبويب Nvidia فقط على موقعه على الويب ولا يبيعه في المتجر. إذا عرضوها في المتجر. سيؤدي هذا إلى تفوق أجهزة Apple أو Samsung اللوحية. آمل أن يساعد هذا بفضل.
ObjectId("5e6e39c6585dbf3baf6857db"),كنت أبحث عن جهاز لوحي يعمل بشكل جيد لتصفح الويب الأساسي وتشغيل الفيديو كهدية لأمي. اشتريت في البداية جهازًا حصريًا من Best Buy يحتوي على شاشة أكبر قليلاً وذاكرة أكبر من هذا الجهاز اللوحي Fire ، ولكنه لن يتصل بشبكة wifi على الإطلاق واستغرق التحميل إلى الشاشة الرئيسية إلى الأبد عند التشغيل. أعادها وحصلت على هذه النار وأنا سعيد للغاية. يفعل ما أريده أن يفعله ، على الرغم من أننا لا نستخدم إضافات أمازون لول. أتمنى فقط أن يكون حجم الشاشة أكبر قليلاً. هذا يتصل بشبكة wifi بشكل جيد. يحتوي على اثنين من وحدات البكسل الميتة التي يمكن ملاحظتها فقط عندما تعرض ما يجب أن يكون صورة سوداء بالكامل ، ولكنها لا تردعنا عن الاستمتاع بهذا المنتج.
ObjectId("5e6e39ca585dbf3baf6857dc"),كنت بحاجة إلى بطاريات ، كانت هذه صفقة لا تصدق. عادةً ما أشتري دوراسيل فقط ، لكنهم سيقومون بالمهمة ، وهم ليسوا Energizer أو Rayovac. طالما أنها تستمر لأكثر من بضعة أشهر ، سأكون سعيدًا.
ObjectId("5e6e39ce585dbf3baf6857dd"),لتكلفة هذا الجهاز اللوحي هو مدهش. يمكنك ترقية التخزين عبر بطاقة microSD حتى لا تنفد من الغرفة. من السهل التنقل في إصدار أمازون من android ، وإذا كان لديك عضوية رئيسية لا يمكن التغلب عليها.
ObjectId("5e6e39d2585dbf3baf6857de"),بطاريات رائعة.
ObjectId("5e6e39d5585dbf3baf6857df"),كان من السهل إعداده وسريعًا جدًا في التحميل.
ObjectId("5e6e39da585dbf3baf6857e0"),أمازون فاير تي في فهو يستحق التكلفة بالنسبة لي ، فأنا أشاهد الكثير من العروض ، وليس هناك الكثير من ألعاب التحكم. يذكرونني بألعاب عصا الفرح القديمة الطراز ... آسف لأنني اشتريت هذا الجزء. ، من الصعب استخدامه.
ObjectId("5e6e39de585dbf3baf6857e1"),هذا هو النوع الثالث الذي اشتريته وهو سهل التشغيل
ObjectId("5e6e39e1585dbf3baf6857e2"),تعمل بطاريات أمازون لفترة أطول وبتكلفة أقل. أشتري كل بطارياتي من أمازون الآن!
ObjectId("5e6e39ea585dbf3baf6857e3"),يعد هذا بديلاً رائعًا منخفض التكلفة للعلامات التجارية الأكثر سعرًا والتي تقوم بنفس الشيء في الأساس!
ObjectId("5e6e39ee585dbf3baf6857e4"),حصلت على حفيدتي وهي تستخدمه في كل وقت. بخلاف الاضطرار إلى شحن الكثير بسبب الاستخدام المتكرر ، لم تكن هناك مشاكل في ذلك. شراء جيد!
ObjectId("5e6e39f2585dbf3baf6857e5"),قرص عظيم للسعر. مقاس جيد. سهل الاستخدام.
ObjectId("5e6e39f6585dbf3baf6857e6"),أنا سعيد جدًا للحصول على صدى أمازون بلس. من الرائع الحصول عليها.
ObjectId("5e6e39f9585dbf3baf6857e7"),جيد. المنتج المطلوب لتوصيل الشاحن لقارئ كيندل الإلكتروني.
ObjectId("5e6e39fe585dbf3baf6857e8"),لم أمتلك جهازًا لوحيًا مطلقًا. أرادت لوحة I-Pad مثل معظم ، ولكن لا تستطيع تحمل سعر الملصق. هذا يناسب احتياجاتي الكمال. أنا فقط استخدمه لتصفح الويب وبث الفيديو. لا شكاوى حتى الآن! أود أن أوصي بهذا الجهاز.
ObjectId("5e6e3a02585dbf3baf6857e9"),انا استعمل هذا كل يوم. تستمتع عائلتي بأكملها باستخدام التطبيقات.
